"id","Read.mean","SummaryAnalyse.mean","BubbleAnalyse.mean","QuickAnalyse.mean","LanguageAnalyse.mean","Read.sd","SummaryAnalyse.sd","BubbleAnalyse.sd","QuickAnalyse.sd","LanguageAnalyse.sd","lang","line"
"dotnet_userInfoList_10000.csv",14.6,1,1087.5,4.6,8.2,0.516397779494322,0,8.4885543854979,0.516397779494322,0.421637021355784,"dotnet",10000
"dotnet_userInfoList_1000.csv",7.1,0.9,10.3,1,4,0.316227766016838,0.316227766016838,0.483045891539648,0,0,"dotnet",1000
"dotnet_userInfoList_11000.csv",15.3,1,1341.6,5.2,8.2,0.483045891539648,0,51.0624889500872,0.421637021355784,0.421637021355784,"dotnet",11000
"dotnet_userInfoList_12000.csv",16.3,1.1,1597.1,5.6,8.8,0.948683298050514,0.316227766016838,8.06156863698926,0.516397779494322,0.421637021355784,"dotnet",12000
"dotnet_userInfoList_13000.csv",17,1.4,2043,6.5,10.1,1.15470053837925,0.516397779494322,129.577089881747,0.97182531580755,2.13177026070926,"dotnet",13000
"dotnet_userInfoList_14000.csv",17.5,1.2,2254.7,6.9,9.3,0.52704627669473,0.421637021355784,53.3771694849233,0.316227766016838,0.483045891539648,"dotnet",14000
"dotnet_userInfoList_15000.csv",18.5,1.3,2661.9,7,10.2,0.97182531580755,0.483045891539648,51.2172930865261,0.471404520791032,0.421637021355784,"dotnet",15000
"dotnet_userInfoList_16000.csv",19.7,1,3060.6,7.9,11.1,2.16281709300111,0,16.9587735405601,0.316227766016838,0.316227766016838,"dotnet",16000
"dotnet_userInfoList_17000.csv",28,1,3143.7,7.7,11,0.471404520791032,0,39.2882510003521,0.483045891539648,0.471404520791032,"dotnet",17000
"dotnet_userInfoList_18000.csv",29.2,0.9,3584.8,8.3,11.6,2.0976176963403,0.316227766016838,22.8268847341609,0.483045891539648,0.516397779494322,"dotnet",18000
"dotnet_userInfoList_19000.csv",29.4,1,4103,9,12.1,0.699205898780101,0,103.701494685467,0.471404520791032,0.737864787372622,"dotnet",19000
"dotnet_userInfoList_20000.csv",30.8,1.3,4676,9.3,12.7,2.25092573548455,0.948683298050514,70.4745817062199,0.483045891539648,1.56702123647242,"dotnet",20000
"dotnet_userInfoList_2000.csv",8.8,0.5,42.8,1.4,4.1,1.61932770686548,0.52704627669473,3.15524255098646,0.966091783079296,0.316227766016838,"dotnet",2000
"dotnet_userInfoList_3000.csv",11.2,0.7,90.5,1.6,4.5,3.11982905514602,0.483045891539648,2.46080384337223,0.516397779494322,0.52704627669473,"dotnet",3000
"dotnet_userInfoList_4000.csv",10.9,0.7,163.1,2.1,4.9,0.567646212197547,0.483045891539648,1.66332999331662,0.316227766016838,0.316227766016838,"dotnet",4000
"dotnet_userInfoList_5000.csv",11.2,0.6,258.1,2.2,5.7,0.421637021355784,0.516397779494322,1.10050493461461,0.421637021355784,0.483045891539648,"dotnet",5000
"dotnet_userInfoList_6000.csv",12,0.7,382.9,3.1,6.2,0.666666666666667,0.483045891539648,10.7852780317534,0.567646212197547,0.421637021355784,"dotnet",6000
"dotnet_userInfoList_7000.csv",12.3,0.9,518.3,3.3,6.5,0.483045891539648,0.316227766016838,4.64399253516483,0.483045891539648,0.52704627669473,"dotnet",7000
"dotnet_userInfoList_8000.csv",13.6,0.7,680.8,3.8,6.9,0.516397779494322,0.483045891539648,3.5213633723318,0.421637021355784,0.316227766016838,"dotnet",8000
"dotnet_userInfoList_9000.csv",14.4,0.9,867.5,4.3,7.5,0.843274042711568,0.316227766016838,4.57651007258199,0.483045891539648,0.52704627669473,"dotnet",9000
"java_userInfoList_10000.csv",93.6,2.6,355.2,4.9,14.6,2.67498701969852,1.07496769977314,14.1248402154188,0.994428926011753,1.07496769977314,"java",10000
"java_userInfoList_1000.csv",47.7,0.6,25.1,1.1,3.4,5.41705126839727,0.516397779494322,1.3703203194063,0.316227766016838,0.516397779494322,"java",1000
"java_userInfoList_11000.csv",95.1,1.9,450.3,5.6,15.5,4.48330235429198,0.567646212197547,15.5923770549016,0.699205898780101,0.707106781186548,"java",11000
